"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Previous ID(s)","Chromosome","Ortholog count","Ortholog Group","Paralog count","# Exons in Gene","# Exons in Transcript","# Transcripts","Annotated 3' UTR length","Annotated 5' UTR length","Transcript Length"
"PCHAS_1330500","PCHAS_1330500.1","P. chabaudi chabaudi","PCHAS_13_v3:1,147,751..1,152,247(+)","fam-a protein","Previous IDs: PC000808.03.0;PC403310.00.0;PCAS_133050;PCHAS_133050","13","5","OG5_181490","0","6","6","1","null","null","3825"
"PCHAS_1330550","PCHAS_1330550.1","P. chabaudi chabaudi","PCHAS_13_v3:1,152,905..1,153,249(+)","mitochondrial ribosomal protein S6-2 precursor, putative","Previous IDs: PC000709.04.0;PCAS_133150;PCHAS_133055","13","43","OG5_150541","2","1","1","1","null","null","345"
"PCHAS_1330600","PCHAS_1330600.1","P. chabaudi chabaudi","PCHAS_13_v3:1,154,366..1,155,905(+)","fam-a protein","Previous IDs: PC106817.00.0;PCAS_133060;PCHAS_133060","13","1","OG5_243302","1","6","6","1","null","null","846"
"PCHAS_1330650","PCHAS_1330650.1","P. chabaudi chabaudi","PCHAS_13_v3:1,156,176..1,156,794(+)","cyclin, putative, pseudogene","Previous IDs: PC000692.03.0;PCAS_133170;PCHAS_133065","13","7","OG5_pyoe|PY04565","0","3","3","1","null","null","615"
"PCHAS_1330700","PCHAS_1330700.1","P. chabaudi chabaudi","PCHAS_13_v3:1,157,822..1,159,421(+)","fam-a protein","Previous IDs: PC101465.00.0;PC105253.00.0;PC400704.00.0;PC405260.00.0;PCAS_133070;PCHAS_133070","13","2","OG5_205427","2","6","6","1","null","null","897"
"PCHAS_1330800","PCHAS_1330800.1","P. chabaudi chabaudi","PCHAS_13_v3:1,160,848..1,162,345(+)","fam-a protein","Previous IDs: PCHAS_133080","13","1","OG5_243302","1","6","6","1","null","null","813"
"PCHAS_1330900","PCHAS_1330900.1","P. chabaudi chabaudi","PCHAS_13_v3:1,164,142..1,165,686(-)","fam-a protein","Previous IDs: PC100630.00.0;PC101375.00.0;PCAS_133090;PCHAS_133090","13","11","OG5_205409","0","6","6","1","null","null","843"
"PCHAS_1331000","PCHAS_1331000.1","P. chabaudi chabaudi","PCHAS_13_v3:1,168,519..1,173,439(+)","EF-hand calcium-binding domain-containing protein, putative","Previous IDs: PC000384.01.0;PC000733.00.0;PC107649.00.0;PCAS_133100;PCHAS_133100","13","44","OG5_141738","0","15","15","1","null","null","2871"
"PCHAS_1331100","PCHAS_1331100.1","P. chabaudi chabaudi","PCHAS_13_v3:1,174,187..1,175,801(-)","fam-a protein","Previous IDs: PC102298.00.0;PCHAS_133110","13","2","OG5_205427","2","6","6","1","null","null","915"
"PCHAS_1331200","PCHAS_1331200.1","P. chabaudi chabaudi","PCHAS_13_v3:1,176,912..1,177,256(-)","mitochondrial ribosomal protein S6-2 precursor, putative","Previous IDs: PC000504.00.0;PCAS_133120;PCHAS_133120","13","43","OG5_150541","2","1","1","1","null","null","345"
"PCHAS_1331300","PCHAS_1331300.1","P. chabaudi chabaudi","PCHAS_13_v3:1,177,995..1,179,520(-)","fam-a protein","Previous IDs: PC301307.00.0;PCAS_133130;PCHAS_133130","13","5","OG5_243301","1","6","6","1","null","null","843"
"PCHAS_1331400","PCHAS_1331400.1","P. chabaudi chabaudi","PCHAS_13_v3:1,181,503..1,183,041(-)","fam-a protein","Previous IDs: PC100922.00.0;PCHAS_133140","13","1","OG5_pcha|PCHAS_133140","0","6","6","1","null","null","843"
"PCHAS_1331500","PCHAS_1331500.1","P. chabaudi chabaudi","PCHAS_13_v3:1,184,169..1,184,513(-)","mitochondrial ribosomal protein S6-2 precursor, putative","Previous IDs: PCHAS_133150","13","43","OG5_150541","2","1","1","1","null","null","345"
"PCHAS_1331600","PCHAS_1331600.1","P. chabaudi chabaudi","PCHAS_13_v3:1,186,261..1,186,766(-)","conserved Plasmodium protein, unknown function","Previous IDs: PCHAS_133160","13","42","OG5_167389","0","2","2","1","null","null","222"
"PCHAS_1331700","PCHAS_1331700.1","P. chabaudi chabaudi","PCHAS_13_v3:1,187,640..1,188,620(+)","cyclin 1, putative","Previous IDs: PC000191.04.0;PC000347.00.0;PC000692.03.0;PC300551.00.0;PCAS_133170;PCHAS_133170","13","45","OG5_152485","0","1","1","1","null","null","981"
"PCHAS_1331800","PCHAS_1331800.1","P. chabaudi chabaudi","PCHAS_13_v3:1,188,866..1,190,384(-)","fam-a protein, pseudogene","Previous IDs: PC403159.00.0;PCAS_133180;PCHAS_133180","13","2","OG5_205427","2","7","7","1","null","null","840"
"PCHAS_1331900","PCHAS_1331900.1","P. chabaudi chabaudi","PCHAS_13_v3:1,192,554..1,194,122(+)","fam-a protein","Previous IDs: PC100674.00.0;PC106641.00.0;PC401090.00.0;PCAS_133190;PCHAS_133190","13","2","OG5_pcha|PCHAS_133190","0","6","6","1","null","null","876"
"PCHAS_1332000","PCHAS_1332000.1","P. chabaudi chabaudi","PCHAS_13_v3:1,195,235..1,197,154(-)","YL1 nuclear protein, putative","Previous IDs: PC000154.00.0;PC000452.03.0;PC302379.00.0;PC402098.00.0;PCAS_133200;PCHAS_133200","13","43","OG5_139221","0","1","1","1","null","null","1920"
"PCHAS_1332100","PCHAS_1332100.1","P. chabaudi chabaudi","PCHAS_13_v3:1,198,043..1,200,595(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC300956.00.0;PCAS_133210;PCHAS_133210","13","44","OG5_167390","0","1","1","1","null","null","2553"
"PCHAS_1332200","PCHAS_1332200.1","P. chabaudi chabaudi","PCHAS_13_v3:1,200,912..1,202,167(-)","zinc finger protein, putative","Previous IDs: PC300054.00.0;PCAS_133220;PCHAS_133220","13","51","OG5_140039","0","2","2","1","null","null","1044"
"PCHAS_1332300","PCHAS_1332300.1","P. chabaudi chabaudi","PCHAS_13_v3:1,203,550..1,206,126(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC300333.00.0;PC302289.00.0;PCAS_133230;PCHAS_133230","13","44","OG5_167391","0","2","2","1","null","null","2370"
"PCHAS_1332400","PCHAS_1332400.1","P. chabaudi chabaudi","PCHAS_13_v3:1,206,164..1,206,964(-)","zinc finger protein, putative","Previous IDs: PCHAS_133240","13","35","OG5_128822","0","5","5","1","null","null","315"
"PCHAS_1332500","PCHAS_1332500.1","P. chabaudi chabaudi","PCHAS_13_v3:1,208,181..1,217,524(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC000249.00.0;PC000579.04.0;PC000708.03.0;PC300463.00.0;PCAS_133250;PCHAS_133250","13","45","OG5_166521","0","5","5","1","null","null","8781"
"PCHAS_1332600","PCHAS_1332600.1","P. chabaudi chabaudi","PCHAS_13_v3:1,218,935..1,223,146(+)","serine/threonine protein phosphatase UIS2, putative","Previous IDs: PC000578.04.0;PC000624.00.0;PC301721.00.0;PCAS_133260;PCHAS_133260","13","45","OG5_145156","0","1","1","1","null","null","4212"
"PCHAS_1332700","PCHAS_1332700.1","P. chabaudi chabaudi","PCHAS_13_v3:1,224,522..1,225,670(-)","ATP synthase (C/AC39) subunit, putative","Previous IDs: PC000362.04.0;PC000428.01.0;PC300115.00.0;PCAS_133270;PCHAS_133270","13","44","OG5_127683","0","1","1","1","null","null","1149"
"PCHAS_1332800","PCHAS_1332800.1","P. chabaudi chabaudi","PCHAS_13_v3:1,227,907..1,228,927(+)","conserved Plasmodium protein, unknown function","Previous IDs: PCHAS_133280","13","43","OG5_165561","0","6","6","1","null","null","360"
"PCHAS_1332900","PCHAS_1332900.1","P. chabaudi chabaudi","PCHAS_13_v3:1,229,891..1,232,002(-)","ATP-dependent zinc metalloprotease FTSH, putative","Previous IDs: PC301729.00.0;PC302098.00.0;PC302647.00.0;PCAS_133290;PCHAS_133290","13","138","OG5_126616","2","1","1","1","null","null","2112"
"PCHAS_1333000","PCHAS_1333000.1","P. chabaudi chabaudi","PCHAS_13_v3:1,234,956..1,235,786(+)","cytochrome c oxidase subunit ApiCOX25, putative","Previous IDs: PC000030.00.0;PCAS_133300;PCHAS_133300","13","44","OG5_150543","0","1","1","1","null","null","831"
"PCHAS_1333100","PCHAS_1333100.1","P. chabaudi chabaudi","PCHAS_13_v3:1,236,752..1,239,193(+)","conserved oligomeric Golgi complex subunit 6, putative","Previous IDs: PC000858.03.0;PCAS_133310;PCHAS_133310","13","44","OG5_165888","0","1","1","1","null","null","2442"
"PCHAS_1333200","PCHAS_1333200.1","P. chabaudi chabaudi","PCHAS_13_v3:1,239,722..1,240,774(-)","mediator of RNA polymerase II transcription subunit 4, putative","Previous IDs: PC000055.01.0;PC000857.03.0;PCAS_133320;PCHAS_133320","13","44","OG5_147420","0","1","1","1","null","null","1053"
"PCHAS_1333300","PCHAS_1333300.1","P. chabaudi chabaudi","PCHAS_13_v3:1,241,754..1,245,275(+)","ribonuclease Z, putative","Previous IDs: PC000056.01.0;PC000466.00.0;PC000516.01.0;PCAS_133330;PCHAS_133330","13","88","OG5_126816","1","6","6","1","null","null","2547"
"PCHAS_1333400","PCHAS_1333400.1","P. chabaudi chabaudi","PCHAS_13_v3:1,245,631..1,246,180(-)","conserved protein, unknown function","Previous IDs: PC000515.01.0;PCAS_133340;PCHAS_133340","13","44","OG5_173889","0","2","2","1","null","null","270"
"PCHAS_1333500","PCHAS_1333500.1","P. chabaudi chabaudi","PCHAS_13_v3:1,249,297..1,253,661(+)","potassium channel K2, putative","Previous IDs: PC000151.00.0;PCAS_133350;PCHAS_133350","13","44","OG5_146654","0","1","1","1","null","null","4365"
"PCHAS_1333600","PCHAS_1333600.1","P. chabaudi chabaudi","PCHAS_13_v3:1,253,849..1,256,455(-)","conserved Plasmodium protein, unknown function","Previous IDs: PC000076.00.0;PC000077.00.0;PC100153.00.0;PCAS_133360;PCHAS_133360","13","44","OG5_167392","0","10","10","1","null","null","1494"
"PCHAS_1333700","PCHAS_1333700.1","P. chabaudi chabaudi","PCHAS_13_v3:1,256,835..1,259,323(-)","plasmepsin VIII, putative","Previous IDs: PC000443.00.0;PCAS_133370;PCHAS_133370","13","44","OG5_150586","0","13","13","1","null","null","1122"
"PCHAS_1333800","PCHAS_1333800.1","P. chabaudi chabaudi","PCHAS_13_v3:1,261,077..1,281,658(+)","dynein beta chain, putative","Previous IDs: PC000144.04.0;PC000315.03.0;PC000326.05.0;PC000357.02.0;PC000386.04.0;PC000525.02.0;PC000616.00.0;PC000661.04.0;PC000810.02.0;PC300901.00.0;PC301237.00.0;PC302218.00.0;PCAS_133380;PCHAS_133380","13","47","OG5_144716","0","6","6","1","null","null","19293"
"PCHAS_1333900","PCHAS_1333900.1","P. chabaudi chabaudi","PCHAS_13_v3:1,282,790..1,284,037(+)","40S ribosomal protein S3, putative","Previous IDs: PC001290.02.0;PC301233.00.0;PCAS_133390;PCHAS_133390","13","41","OG5_126820","0","3","3","1","null","null","669"
"PCHAS_1334000","PCHAS_1334000.1","P. chabaudi chabaudi","PCHAS_13_v3:1,284,688..1,286,887(-)","conserved protein, unknown function","Previous IDs: PC001247.02.0;PC105221.00.0;PC403814.00.0;PCAS_133400;PCHAS_133400","13","44","OG5_150542","0","12","12","1","null","null","939"
"PCHAS_1334100","PCHAS_1334100.1","P. chabaudi chabaudi","PCHAS_13_v3:1,288,916..1,291,657(+)","protein phosphatase containing kelch-like domains, putative","Previous IDs: PC000764.04.0;PC300685.00.0;PCAS_133410;PCHAS_133410","13","44","OG5_132764","0","2","2","1","null","null","2646"
"PCHAS_1334200","PCHAS_1334200.1","P. chabaudi chabaudi","PCHAS_13_v3:1,292,874..1,298,798(-)","conserved Plasmodium protein, unknown function","Previous IDs: PC000228.00.0;PC000275.01.0;PC001177.02.0;PC107672.00.0;PCAS_133420;PCHAS_133420","13","20","OG5_160913","0","1","1","1","null","null","5925"
"PCHAS_1334300","PCHAS_1334300.1","P. chabaudi chabaudi","PCHAS_13_v3:1,303,248..1,307,132(+)","26S proteasome regulatory subunit RPN2, putative","Previous IDs: PC000658.02.0;PC301584.00.0;PC302023.00.0;PCAS_133430;PCHAS_133430","13","44","OG5_127160","0","3","3","1","null","null","3639"
"PCHAS_1334400","PCHAS_1334400.1","P. chabaudi chabaudi","PCHAS_13_v3:1,308,615..1,311,569(-)","AP2 domain transcription factor AP2-SP, putative","Previous IDs: PC000659.02.0;PC403786.00.0;PCAS_133440;PCHAS_133440","13","44","OG5_147419","0","1","1","1","null","null","2955"
"PCHAS_1334500","PCHAS_1334500.1","P. chabaudi chabaudi","PCHAS_13_v3:1,317,949..1,318,915(+)","conserved Plasmodium protein, unknown function","Previous IDs: PCHAS_133450","13","43","OG5_173890","0","6","6","1","null","null","384"
"PCHAS_1334600","PCHAS_1334600.1","P. chabaudi chabaudi","PCHAS_13_v3:1,319,155..1,319,976(-)","enkurin domain-containing protein, putative","Previous IDs: PC000469.04.0;PCAS_133460;PCHAS_133460","13","44","OG5_130018","0","1","1","1","null","null","822"
"PCHAS_1334700","PCHAS_1334700.1","P. chabaudi chabaudi","PCHAS_13_v3:1,321,625..1,322,747(+)","60S ribosome subunit biogenesis protein NIP7, putative","Previous IDs: PC301632.00.0;PCAS_133470;PCHAS_133470","13","43","OG5_127869","0","6","6","1","null","null","540"
"PCHAS_1334800","PCHAS_1334800.1","P. chabaudi chabaudi","PCHAS_13_v3:1,323,612..1,326,164(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC000140.01.0;PC301708.00.0;PC404074.00.0;PCAS_133480;PCHAS_133480","13","43","OG5_172401","0","1","1","1","null","null","2553"
"PCHAS_1334900","PCHAS_1334900.1","P. chabaudi chabaudi","PCHAS_13_v3:1,327,385..1,330,346(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC000344.05.0;PCAS_133490;PCHAS_133490","13","43","OG5_163785","0","2","2","1","null","null","2859"
"PCHAS_1335000","PCHAS_1335000.1","P. chabaudi chabaudi","PCHAS_13_v3:1,331,218..1,332,516(-)","DNA-3-methyladenine glycosylase, putative","Previous IDs: PC108059.00.0;PC301800.00.0;PC302504.00.0;PCAS_133500;PCHAS_133500","13","43","OG5_130143","0","1","1","1","null","null","1299"
"PCHAS_1335100","PCHAS_1335100.1","P. chabaudi chabaudi","PCHAS_13_v3:1,333,445..1,335,034(+)","WD repeat-containing protein 79, putative","Previous IDs: PC000148.00.0;PC000476.04.0;PC301452.00.0;PCAS_133510;PCHAS_133510","13","43","OG5_128936","0","1","1","1","null","null","1590"
"PCHAS_1335200","PCHAS_1335200.1","P. chabaudi chabaudi","PCHAS_13_v3:1,335,626..1,337,113(+)","1-deoxy-D-xylulose 5-phosphate reductoisomerase, putative","Previous IDs: PC000189.01.0;PC301429.00.0;PCAS_133520;PCHAS_133520","13","43","OG5_130462","0","1","1","1","null","null","1488"
"PCHAS_1335300","PCHAS_1335300.1","P. chabaudi chabaudi","PCHAS_13_v3:1,337,252..1,338,154(-)","50S ribosomal protein L22, apicoplast, putative","Previous IDs: PC301430.00.0;PCAS_133530;PCHAS_133530","13","43","OG5_150452","0","1","1","1","null","null","903"
"PCHAS_1335400","PCHAS_1335400.1","P. chabaudi chabaudi","PCHAS_13_v3:1,339,256..1,340,808(+)","DNA/RNA-binding protein KIN17, putative","Previous IDs: PC000702.04.0;PC301306.00.0;PCAS_133540;PCHAS_133540","13","43","OG5_128587","0","3","3","1","null","null","1320"
"PCHAS_1335500","PCHAS_1335500.1","P. chabaudi chabaudi","PCHAS_13_v3:1,341,515..1,343,843(-)","conserved Plasmodium protein, unknown function","Previous IDs: PC000018.04.0;PC107198.00.0;PC300246.00.0;PC404748.00.0;PCAS_133550;PCHAS_133550","13","20","OG5_166982","0","3","3","1","null","null","2046"
"PCHAS_1335600","PCHAS_1335600.1","P. chabaudi chabaudi","PCHAS_13_v3:1,345,373..1,345,908(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC405325.00.0;PCAS_133560;PCHAS_133560","13","41","OG5_166092","0","3","3","1","null","null","261"
"PCHAS_1335700","PCHAS_1335700.1","P. chabaudi chabaudi","PCHAS_13_v3:1,346,590..1,347,225(+)","conserved Plasmodium protein, unknown function","Previous IDs: PCHAS_133570","13","43","OG5_167393","0","3","3","1","null","null","279"
"PCHAS_1335800","PCHAS_1335800.1","P. chabaudi chabaudi","PCHAS_13_v3:1,349,392..1,354,313(+)","rab GTPase activator, putative","Previous IDs: PC000078.05.0;PC000440.01.0;PC301926.00.0;PC404722.00.0;PCAS_133580;PCHAS_133580","13","44","OG5_144310","0","3","3","1","null","null","4644"
"PCHAS_1335900","PCHAS_1335900.1","P. chabaudi chabaudi","PCHAS_13_v3:1,355,616..1,362,296(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC000511.04.0;PC000690.04.0;PC000712.00.0;PC000744.02.0;PC301753.00.0;PC301777.00.0;PC301971.00.0;PC302540.00.0;PC405328.00.0;PCAS_133590;PCHAS_133590","13","45","OG5_173891","0","9","9","1","null","null","5562"
"PCHAS_1336000","PCHAS_1336000.1","P. chabaudi chabaudi","PCHAS_13_v3:1,363,398..1,370,924(-)","kelch domain-containing protein, putative","Previous IDs: PC000653.02.0;PC000713.02.0;PC300375.00.0;PC300696.00.0;PC301113.00.0;PCAS_133600;PCHAS_133600","13","45","OG5_141603","0","1","1","1","null","null","7527"
"PCHAS_1336100","PCHAS_1336100.1","P. chabaudi chabaudi","PCHAS_13_v3:1,375,972..1,376,601(+)","telomere length and silencing protein 1, putative","Previous IDs: PCHAS_133610","13","44","OG5_130698","0","1","1","1","null","null","630"
"PCHAS_1336200","PCHAS_1336200.1","P. chabaudi chabaudi","PCHAS_13_v3:1,377,337..1,378,374(+)","leucine-rich repeat protein","Previous IDs: PC302342.00.0;PCAS_133620;PCHAS_133620","13","45","OG5_132721","0","3","3","1","null","null","744"
"PCHAS_1336300","PCHAS_1336300.1","P. chabaudi chabaudi","PCHAS_13_v3:1,381,981..1,384,290(+)","zinc finger protein, putative","Previous IDs: PC000922.02.0;PCAS_133630;PCHAS_133630","13","44","OG5_141231","0","1","1","1","null","null","2310"
"PCHAS_1336400","PCHAS_1336400.1","P. chabaudi chabaudi","PCHAS_13_v3:1,385,000..1,386,317(-)","derlin-1, putative","Previous IDs: PC105073.00.0;PC301995.00.0;PCAS_133640;PCHAS_133640","13","88","OG5_127013","1","6","6","1","null","null","657"
"PCHAS_1336500","PCHAS_1336500.1","P. chabaudi chabaudi","PCHAS_13_v3:1,391,119..1,392,689(+)","eukaryotic initiation factor 4a, putative","Previous IDs: PC000161.00.0;PC301533.00.0;PC302152.00.0;PCAS_133650;PCHAS_133650","13","44","OG5_126984","0","3","3","1","null","null","1194"
"PCHAS_1336600","PCHAS_1336600.1","P. chabaudi chabaudi","PCHAS_13_v3:1,393,999..1,396,113(-)","splicing factor U2AF large subunit, putative","Previous IDs: PC301327.00.0;PC401809.00.0;PCAS_133660;PCHAS_133660","13","44","OG5_128315","0","1","1","1","null","null","2115"
"PCHAS_1336700","PCHAS_1336700.1","P. chabaudi chabaudi","PCHAS_13_v3:1,397,551..1,399,872(-)","zinc finger protein, putative","Previous IDs: PC000019.04.0;PCAS_133670;PCHAS_133670","13","44","OG5_164970","0","1","1","1","null","null","2322"
"PCHAS_1336800","PCHAS_1336800.1","P. chabaudi chabaudi","PCHAS_13_v3:1,401,710..1,402,204(-)","translation initiation factor IF-1, putative","Previous IDs: PC000020.04.0;PCAS_133680;PCHAS_133680","13","43","OG5_130791","0","1","1","1","null","null","495"
"PCHAS_1336900","PCHAS_1336900.1","P. chabaudi chabaudi","PCHAS_13_v3:1,403,438..1,404,199(+)","conserved Plasmodium protein, unknown function","Previous IDs: PCHAS_133690","13","46","OG5_161385","0","1","1","1","null","null","762"
"PCHAS_1337000","PCHAS_1337000.1","P. chabaudi chabaudi","PCHAS_13_v3:1,405,038..1,406,126(-)","shewanella-like protein phosphatase 1, putative","Previous IDs: PC300844.00.0;PC302368.00.0;PCAS_133700;PCHAS_133700","13","45","OG5_130954","0","1","1","1","null","null","1089"
"PCHAS_1337100","PCHAS_1337100.1","P. chabaudi chabaudi","PCHAS_13_v3:1,407,479..1,408,240(-)","pre-rRNA-processing protein PNO1, putative","Previous IDs: PCHAS_133710","13","44","OG5_127464","0","1","1","1","null","null","762"
"PCHAS_1337200","PCHAS_1337200.1","P. chabaudi chabaudi","PCHAS_13_v3:1,409,630..1,411,747(-)","conserved Plasmodium protein, unknown function","Previous IDs: PC300067.00.0;PC400152.00.0;PC401226.00.0;PCAS_133720;PCHAS_133720","13","44","OG5_167394","0","1","1","1","null","null","2118"
"PCHAS_1337300","PCHAS_1337300.1","P. chabaudi chabaudi","PCHAS_13_v3:1,413,750..1,416,702(+)","duffy-binding protein","Previous IDs: PC000721.03.0;PC000774.02.0;PC300204.00.0;PC405303.00.0;PCAS_133730;PCHAS_133730","13","149","OG5_148188","0","5","5","1","null","null","2358"
"PCHAS_1337400","PCHAS_1337400.1","P. chabaudi chabaudi","PCHAS_13_v3:1,419,243..1,428,639(+)","acetyl-CoA carboxylase, putative","Previous IDs: PC000014.02.0;PC000605.02.0;PC103333.00.0;PC300459.00.0;PC300489.00.0;PC301889.00.0;PC302471.00.0;PCAS_133740;PCHAS_133740","13","46","OG5_127493","0","3","3","1","null","null","8976"
"PCHAS_1337500","PCHAS_1337500.1","P. chabaudi chabaudi","PCHAS_13_v3:1,430,163..1,430,807(+)","mediator of RNA polymerase II transcription subunit 6, putative","Previous IDs: PC000205.05.0;PCAS_133750;PCHAS_133750","13","44","OG5_146934","0","1","1","1","null","null","645"
"PCHAS_1337600","PCHAS_1337600.1","P. chabaudi chabaudi","PCHAS_13_v3:1,430,958..1,431,963(-)","conserved Plasmodium protein, unknown function","Previous IDs: PCHAS_133760","13","44","OG5_167395","0","3","3","1","null","null","483"
"PCHAS_1337700","PCHAS_1337700.1","P. chabaudi chabaudi","PCHAS_13_v3:1,432,048..1,433,574(+)","protein MGET, putative","Previous IDs: PC000441.04.0;PCAS_133770;PCHAS_133770","13","44","OG5_153897","0","3","3","1","null","null","1218"
